agenturid;agenturname;einrichtungsname;angebotsname;beschreibung;wertigkeit;plz;ort;kontaktierbar;avatar;anzahl_gesuche;anzahl_aktueller_vermittlungen;latitude;longitude;ortsteil;bearbeitet;erstellt;_angebotsId
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;Junge Frau sucht Gesellschaft;"Unsere Bewohnerin Frau H. ist Ende Zwanzig und Rollstuhlfahrerin. Sie wünscht sich eine junge Frau, die ihr Gesellschaft leistet und auch Lust hat, sie zu Freizeitaktivitäten zu begleiten und zum Reden.  Beispielsweise legt sie großen Wert auf gepflegte Hände. Außerdem mag sie Hiphop-Musik. Sie wünscht sich eine unterhaltsame Begleitung durch eine jüngere weibliche Besucherin. <br />
Frau H. ist eine interessierte Gesprächspartnerin. Sie kann kommunizieren, benutzt teilweise einen Talker zur Erleichterung der Kommunikation.<br />
<br />
<strong>Voraussetzungen:</strong><br />
Eine junge, weibliche Person, die offen gegenüber Menschen mit Behinderung ist und Lust hat, Frau H. zu besuchen, sich mit ihr über Kosmetik und alle anderen Frauen-Themen auszutauschen, sie im Taxi vom Senator-Neumann-Heim aus zur Maniküre und zurück zu begleiten und noch andere Aktivitäten nach Absprache zu unternehmen.<br />
<br />
<strong>Weitere Informationen:</strong><br />
Wir bieten:<br />
•	Eine professionelle Ansprechperson, die stets vor Ort ist<br />
•	Erstattung von Auslagen nach Absprache<br />
•	Haftpflicht– und Unfallversicherung über das BHH Sozialkontor<br />
•	 Hamburger Nachweis für Bürgerschaftliches Engagement";0;22359;;0;;0;0;53,55;10;Hamburg;1532037600;1532037600;70723
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;Begleitung gesucht!;"Sie haben Spaß daran, einen Bewohner von uns spazieren zu fahren? Herr K. sitzt in einem leichtgängigen Schieberollstuhl, der ganz leicht zu schieben ist. Er liebt es, draußen zu sein. Von Geburt an ist er taub und stumm, sobald er draußen ist, wird er ganz ausgeglichen und ruhig.<br />
<br />
<strong>Voraussetzungen:</strong><br />
Wir suchen eine Freiwillige oder einen Freiwilligen, für Besuche bei Herrn K. Sie sollten Spaß daran haben, mit dem Bewohner draußen in unserem schönen Umfeld Zeit zu verbringen und ihn in seinem Rollstuhl zu schieben. Die körperliche Fitness dafür bringen Sie mit. Aufgeschlossenheit gegenüber Menschen mit Behinderung setzen wir voraus. Sie sollten Krankheitsbildern mit auffälligem Verhalten tolerant und gelassen begegnen.<br />
<br />
<strong>Gesuchte Personen:</strong> 1<br />
<br />
<strong>Weitere Informationen:</strong><br />
Wir bieten:<br />
•	Eine professionelle Ansprechperson, die stets vor Ort ist<br />
•	Erstattung von Auslagen nach Absprache<br />
•	Haftpflicht– und Unfallversicherung über das BHH Sozialkontor<br />
•	Hamburger Nachweis für Bürgerschaftliches Engagement";0;22359;;0;;0;0;53,55;10;Hamburg;1532037600;1532037600;70718
314;ASB Zeitspender-Agentur Hamburg;Anscharhöhe Eppendorf;Anleitung einer Musik-AG für Jugendliche und Erwachsene mit geistiger Behinderung;"<p>Die Stiftung Anscharhöhe ist wie ein Dorf mitten in Eppendorf. Hier finden Menschen aller Altersstufen ein Zuhause und bei Bedarf Pflege und liebevolle Unterstützung. Die Einrichtung fördert das Zusammenleben von Jung und Alt sowie von behinderten und nicht behinderten Menschen.</p>

<p>Für die Musik-AG suchen wir Freiwillige, die Musik mögen, selbst Musik machen und Lust haben, gemeinsam mit Jugendlichen und Erwachsenen mit geistiger Behinderung in einer Musik-AG zu singen und evtl. zu musizieren. Die Gruppe besteht aus ca. 4-5 Personen. Das Angebot darf von Klassik bis Hardrockmusik reichen.</p>

<p>Die Gestaltung ist völlig offen: Prima wäre, wenn Sie ein Instrument spielen – zum Vorspielen oder auch zum Heranführen der jungen Menschen an die Musik/an das Instrument. Am einfachsten wird sein, einfach gemeinsam zu Singen. Oder mit den jungen Menschen z. B. bei klassischer Musik Instrumente-Raten veranstalten usw. Keiner der Teilnehmer*Innen spielt bereits ein Musikinstrument, aber kann natürlich an einfachere Instrumente herangeführt werden.</p>

<p>Wenn Sie sich für dieses Engagement interessieren, melden Sie sich gerne in der Freiwilligenagentur.</p>";0;20251;;0;;0;1;53,599;9,98325;Hamburg;1532437318;1397118480;60608
467;Freiwilligenagenturen in Hamburg;Hanseatic Help e.V.;Helfer-in mit Schuh-Tick gesucht;"<p>Deine Liebe für Schuhe hat schon früh begonnen, womöglich war Al Bundy der Held Deiner Kindheit. Ob Sneakers, Halbschuh, Stiefel oder Flip Flop, bei Tretern bist du der Experte. <span class=""textexposedshow"">Deine eingebauten Schuhgrößeschätz-Kenntnisse sind stark ausgeprägt. Du bist advanced User bei „Memory“. Die zwei gleichen Schuhe in den Riesenkisten zu finden, ist für Dich ein Kinderspiel. Du bist frei von Latex-Gummiband-Allergien und Straßenschmutz und verknotete Schuhbänder bringen dich nicht wirklich aus der Ruhe, denn Du weißt, dass Schuhe gerade eins der am meist nachgefragtesten Dinge für Hilfsbedürftige sind und dass Deine Arbeit wertvoll ist.</span></p>

<p>Unser Schuhabteilung freut sich wahnsinnig über Zuwachs!<br>
Arbeitszeiten: In dieser Frage sind keine Grenzen gesetzt <span class=""4mcd""><i>… </i></span>außer Mittwoch, da ist Ruhetag. Wann ist Dein Einsatz möglich: Mo, Di, Do, Fr jeweils zwischen 10 bis 20 Uhr, Sa-So 10 bis 18 Uhr.<br><br>
Wir sammeln Sachspenden und versorgen mittlerweile 150 verschiedene Einrichtungen in Hamburg und Umgebung regelmäßig.  Sachspenden, die der Verein auf absehbare Zeit in Hamburg und Umgebung nicht einsetzen kann, werden in ganz Deutschland und direkt in globalen Krisenregionen wie Nordirak, Syrien, Lesbos, Samos oder Haiti verteilt. Alle Arbeiten werden ehrenamtlich geleistet und alle Hilfsgüter an Geflüchtete, Bedürftige, Frauenhäuser, Obdachlose oder Hospize werden durch private Spenden finanziert.</p>";0;22767;;0;;0;3;53,5448;9,93272;Hamburg;1532425033;1465378440;98443
467;Freiwilligenagenturen in Hamburg;Hanseatic Help e.V.;Ehrenamtliche Logistikexperten mit Herz!;"<p>Du bist derjenige / diejenige, der die Waschmaschine bei Umzügen alleine in den 5.ten Stock trägt. Bei dem Wort Ameise fällt Dir nicht als erstes ein schwarzes kleines Tier ein und beim Tetris warst du früher ganz weit vorne. Derber Schnack? Damit kannst du umgehen, denn du weißt, erst wenn der LKW (in Rekordzeit) vollbeladen zur nächsten Einrichtung fährt, oder gleich in den Nordirak, auf jeden Fall aber zu den Menschen, die es wirklich brauchen, dann ist die Arbeit erledigt und Du glücklich.<br>
Harte Typen und starke Mädels mit großem Herz gesucht!<br><br>
Gehalt: Liebe!<br>
Arbeitszeiten: Du wirst uns nicht nein sagen hören, wenn Du gern so oft wie möglich da bist (außer Mittwoch, da ist Ruhetag). Der Einsatz ist möglich Mo, Di, Do, Fr von 10 - 20 Uhr, Sa-So von 10 bis 18 Uhr. Mittwoch ist Ruhetag.<br><br>
Bei wem eigentlich? Der gemeinnützige Verein Hanseatic Help sammelt Sachspenden und versorgt mittlerweile 150 verschiedene Einrichtungen in Hamburg und Umgebung regelmäßig.  Sachspenden, die der Verein auf absehbare Zeit in Hamburg und Umgebung nicht einsetzen kann, werden in ganz Deutschland und direkt in globalen Krisenregionen wie Nordirak, Syrien, Lesbos, Samos oder Haiti verteilt. Alle Arbeiten werden ehrenamtlich geleistet und alle Hilfsgüter an Geflüchtete, Bedürftige, Frauenhäuser, Obdachlose oder Hospize werden durch private Spenden finanziert.</p>";0;22767;;0;;0;5;53,5448;9,93272;Hamburg;1532424979;1465380900;98440
357;Freiwilligenagentur Nord;Q8 – winterhude-uhlenhorst;Fahrradwerkstatt für Flüchtlinge in Winterhude-Uhlenhorst unterstützen;"<p>Unser Kooperationsprojekt gestaltet gute Nachbarschaft und schafft Raum für Integration, Teilhabe und Begegnungen. Es ist ein breites und nachhaltiges Angebot von verschiedenen Sport- und Kulturangeboten mit, für und von Geflüchteten entstanden. Für unsere Initiative suchen wir daher Freiwillige für sehr unterschiedliche Bereiche. Sie können sich z.B. in unserer Fahrradwerkstatt zur Selbsthilfe engagieren (in Winterhude). Hier arbeiten wir mit Geflüchteten zusammen. Wir nehmen Fahrradspenden an, machen sie fahrtüchtig und geben sie dann an die Geflüchteten weiter. Auch die ""locals"" können hier ihre Fahrräder reparieren. Unsere zwei Ehrenamtlichen freuen sich über Unterstützung. Außerdem suchen wir Hilfe bei Veranstaltungen. Sie unterstüten bei der Organisation, Aufbau oder bei der Ideenentwicklung, etc.</p>

<p><strong>Zeitlicher Rahmen</strong>: Mo 10-14 Uhr und/oder Fr 14-18 Uhr und nach Absprache.</p>";0;22085;;0;;0;0;53,5782;10,0168;Hamburg;1532509022;1493912460;118362
357;Freiwilligenagentur Nord;Q8 – winterhude-uhlenhorst;Kinder während des Sprachkurses betreuen;"<p>Unser Kooperationsprojekt gestaltet gute Nachbarschaft in Winterhude und schafft Raum für Integration, Teilhabe und Begegnungen. Es ist ein breites und nachhaltiges Angebot von verschiedenen Sport- und Kulturangeboten mit, für und von Geflüchteten entstanden. Für unsere Initiative suchen wir daher Freiwillige für sehr unterschiedliche Bereiche.</p>

<p>Sie können sich u.a. in der Kinderbetreuung während unseres Alphabetisierungskurses für Frauen engagieren. Während die Mütter lernen, verbringen Sie eine schöne Zeit mit Spielen oder Basteln mit den Kindern in unserem für die Kinder eingerichteten Spielzimmer. Sie sind zu zweit oder alleine mit den Kindern. Darüber hinaus suchen wir Freiwilige, die während anderer Veranstaltungen die Kinderbetreuung übernehmen.</p>

<p><strong>Zeitlicher Rahmen</strong>: Mo 10.00 bis 12.00 Uhr und nach Absprache während der Veranstaltungen.</p>";0;22085;;0;;0;0;53,5782;10,0168;Hamburg;1532509103;1493912040;118361
357;Freiwilligenagentur Nord;Internationaler Bund e.V.;Ehrenamtliche Unterstützung für Familien;"<p>Unser Elterncafe in Hamburg-Fuhlsbüttel/ Ohlsdorf ist ein Treffpunkt für Mütter und Väter sowie deren Kinder. Begegnung, Kennenlernen, Austauschen, sich informieren, Beratung und Hilfe sowie gemeinsame Eltern-Kind-Aktivitäten sind die Schwerpunkte des Elterncafes.</p>

<p>Wir suchen Freiwillige (w), die nach eigenen Möglichkeiten und nach Rücksprache mit der hauptamtlichen Mitarbeiterin die Organisation des Elterncafés unterstützen, das den Eltern aus den Stadtteilen Fuhlsbüttel, Alsterdorf und Ohlsdorf einen Ort für Begegnung und Rat schafft. Sie sollten Interesse haben, das Elterncafe in seiner Organisation als Ort der angenehmen, vertrauenswürdigen, herzlichen und offenen Begegnung zu unterstützen. Offenheit und Akzeptanz für unterschiedliche soziale Herkunft der Eltern und deren Lebensmodelle sind ebenso wichtig.</p>

<p><span style=""color:rgb(51,51,51);font-family:Arial, 'sans-serif';font-size:10pt;""><strong>Zeitlicher Rahmen</strong>:</span><span style=""color:rgb(0,0,0);font-family:Calibri;font-size:medium;""> </span>zurzeit mittwochs 10 - 12.30 Uhr, nach Absprache und Möglichkeit.</p>";0;22335;;0;;0;0;53,6301;10,0227;Hamburg;1532510965;1446204360;84978
357;Freiwilligenagentur Nord;Hamburg-Greeter e.V.;Komm als Gast, geh als Freund!;"<p>Unsere Helfer sind Menschen, die Spaß daran haben, Gästen “ihre” Stadt zu zeigen. Ziel ist es nicht, eine neue kommerzielle Dienstleistung für Touristen zu schaffen und damit in Konkurrenz zu bestehenden Angeboten zu treten. Den Greetern geht es darum, Gäste in ihrer Stadt zu begrüßen – freiwillig, ehrenamtlich und mit Freude am Kontakt zu unseren Gästen.</p>

<p>Hamburger/innen treffen sich mit Hamburg-Gästen zu einem individuellen Spaziergang, um Hamburg vorzustellen. Im Mittelpunkt stehen die Greeter und ihr Bezug zu Hamburg. Dabei werden keine großen Gruppen geführt, vielmehr sollen persönliche, interaktive (ohne vorher festgelegten Ablauf) und einzigartige Besuche vermittelt werden. Ein Greeter kann sein Stadtviertel oder lokale Veranstaltungen, Restaurants, Geschäfte, etc. vorstellen. Oft wird aber auch Jungfernstieg, Michel und Reeperbahn gewünscht. Zusätzlich erklärt ein Greeter dem Gast, wie Hamburg funktioniert: Welche HVV-Tickets gibt es für Gäste? Wo ist Hamburgs Touristinformation? Wo kann man Stadt- oder Hafenrundfahrten machen? Wo kauft man Theatertickets? usw.</p>

<p>Wir suchen Hamburger, die ihre Stadt den Gästen zeigen wollen. Ein solcher ""Greet"" läuft normalerweise so ab:</p>

<ol><li>Der Gast erhält Namen und Mailadresse des Greeters und soll sich bei ihm melden, um Thema, Treffpunkt, Uhrzeit und evtl. Erkennungszeichen zu vereinbaren.</li>
	<li>Der Greet selbst startet nach einer kurzen Begrüßung und verläuft entlang der vom Greeter geplanten, eventuell auch mit den Gästen vereinbarten Route. Endpunkt sollte eine Einkehr in Café oder Kneipe sein, so dass Zeit zur Vertiefung und Abschluss bleibt. Je nach Länge des Greet empfiehlt sich auch unterwegs eine kurze Rast.</li>
</ol><p>Sie (18+) sollten Liebe zu Hamburg, Kontaktfreude und ggfs. Fremdsprachen mitbringen und körperlich fit sein. Außerdem sollten Sie eine Mail-Adresse und Zugang zum Internet haben. Es ist leider nicht möglich, evt. entstandene Kosten zu übernehmen oder Sie im Rahmen des Engagements zu versichern.</p>

<p><strong>Zeitlicher Rahmen</strong>: in der Woche oder auch am Wochenende, nach persönlichen Möglichkeiten und Wünschen.</p>";0;22299;;0;;0;0;53,5995;9,99541;Hamburg;1532509587;1450012680;89828
467;Freiwilligenagenturen in Hamburg;Hanseatic Help e.V.;Mitarbeit in der Kleiderkammer;"<p>Ehrenamtliche Mitarbeit in der Kleiderkammer gesucht: Annahme, Sortierung, Ausgabe von Sachspenden.</p>

<p>Der gemeinnützige Verein Hanseatic Help sammelt Sachspenden und versorgt mittlerweile 150 verschiedene Einrichtungen in Hamburg und Umgebung regelmäßig. Sachspenden, die der Verein auf absehbare Zeit in Hamburg und Umgebung nicht einsetzen kann, werden in ganz Deutschland und direkt in globalen Krisenregionen wie Nordirak, Syrien, Lesbos, Samos oder Haiti verteilt. Alle Arbeiten werden ehrenamtlich geleistet und alle Hilfsgüter an Geflüchtete, Bedürftige, Frauenhäuser, Obdachlose oder Hospize werden durch private Spenden finanziert. Arbeitszeiten: Du wirst uns nicht nein sagen hören, wenn Du gern so oft wie möglich da bist (außer Mittwoch, da ist Ruhetag).</p>

<p>Der Einsatz ist möglich Mo, Di, Do, Fr von 10 - 20 Uhr, Sa-So von 12 bis 18 Uhr. Mittwoch ist Ruhetag.</p>";0;22767;;0;;0;3;53,5448;9,9326;Hamburg;1532422540;1491985920;117546
314;ASB Zeitspender-Agentur Hamburg;We'll come united;Mitmachen bei We'll come United - Engagieren gegen Rassismus und für Solidarität;"<p>We'll come united ist eine offene Initiative von Personen aus verschiedenen sozialen, antirassistischen und politischen Netzwerken. Die Iniative plant für den 29. September 2018 eine große Parade des Antirassismus und der Solidarität in Hamburg: Demo, Zug, Karneval, Theater, Musik.</p>

<p>Es sind alle herzlich eingeladen, denen Solidarität und Antirassismus wichtig sind. Egal, ob politische Gruppen, Cafés, Clubs, Willkommensinitiativen oder Einzelpersonen: Alle sind eingeladen und aufgefordert, mitzumachen.</p>

<p>Wenn ihr bei der Vorbereitung unterstützen wollt, könnt ihr einfach bei den <strong>wöchentlichen Treffen</strong> kommen. Kommt vorbei  zum Kennenlernen, Vernetzen, Planen.</p>

<p>Wann: Jeden Mittwoch, 20 Uhr<br>
Wo: Im Landgang, Neuer Pferdemarkt 3 am Arrivati-Park. </p>

<p>Auf jeden Fall seid ihr herzlich zur Parade am 29. September in Hamburg eingeladen. Mehr Informationen gibt es hier:</p>

<p>Webseite:<a href=""https://www.facebook.com/welcomeunited/"" target=""_blank""> https://www.welcome-united.org/ </a><br>
Facebook:<a href=""https://www.facebook.com/welcomeunited/"" target=""_blank""> https://www.facebook.com/welcomeunited/</a></p>";0;20095;;0;;0;0;53,5505;9,99262;Hamburg;1532363047;1532363040;142416
357;Freiwilligenagentur Nord;brotZeit e.V.;Unterstützung bei der Frühstücksausgabe;"<p>Wir suchen engagierte Seniorinnen und Senioren, die Spaß und Freude daran haben, in der Frühstücksausgabe an Kinder von 6-10 Jahren in Grundschulen in Hamburg mitzuwirken. Wir sind in verschiedenen Schulen aktiv, darunter auch in Dulsberg. Sie schenken den Kindern Ihre Zeit und erleben durch das gemeinsame Frühstück Gemeinschaft.</p>

<p>Ihre Aufgaben: Zusammenstellung eines Büffets für ein einfaches, aber ausgewogenes Frühstück für ca. 20-50 Kinder in de Zeit von 6:30 - 9:00 Uhr sowie Betreuung der Kinder während der Frühstückszeit.</p>

<p>Sie sollten kommunikativ sein und Teamgeist sowie Zuverlässigkeit mitbringen.</p>

<p><strong>Zeitlicher Rahmen</strong>: 6:30 - 9 Uhr an den Schultagen.</p>";0;20354;;0;;0;0;53,5555;9,9889;Hamburg;1532095185;1417014600;62969
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;Besucher gesucht;"Wir suchen als Unterhaltung für unseren Bewohner Herrn S. eine Freiwillige oder einen Freiwilligen, der ihm im Haus Gesellschaft leistet. Sie sollten Herrn S. gerne vorlesen, er liebt Unterhaltsames und Comedy-Texte. Sehr gerne folgt er Reflexionen über das Tagesgeschehen oder über gesellschaftsrelevante Themen, auch auf gehobenem Niveau. Herr S. ist wach, aufmerksam und interessiert, allerdings ist er stark bewegungseingeschränkt und auch in seinen Kommunikationsmöglichkeiten eingeschränkt.<br />
<br />
<strong>Voraussetzungen:</strong><br />
Gesucht wird ein ehrenamtlicher Mitarbeiter bzw. eine Mitarbeiterin, gerne um die 40 Jahre, der /die Freude daran hat, mit einem Herrn aus unserer Einrichtung Zeit zu verbringen. Sie sollten offen sein gegenüber Menschen mit Behinderungen und können nach einer Einweisung loslegen!<br />
<br />
<strong>Weitere Informationen:</strong><br />
Wir bieten:<br />
•	Eine professionelle Ansprechperson, die stets vor Ort ist<br />
•	 Erstattung von Auslagen nach Absprache<br />
•	 Haftpflicht– und Unfallversicherung über das BHH Sozialkontor <br />
•	 Hamburger Nachweis für Bürgerschaftliches Engagement";0;22359;;0;;0;0;53,55;10;Hamburg;1532037600;1532037600;70680
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;Event-Freiwillige;"Wer Lust hat, Hamburg zu entdecken, kreativ tätig zu sein, Urban Gardening ausprobieren will und Spaß hat an Freizeitaktivitäten, ist beim BHH Sozialkontor genau richtig.<br />
<br />
Werden Sie Teil unserer Community.<br />
<br />
<strong>Voraussetzungen:</strong><br />
Offen gegenüber Menschen mit Behinderung<br />
<br />
<strong>Gesuchte Personen:</strong> 5";0;;;0;;0;0;0;0;Hamburg;1532037600;1532037600;70681
72;Freiwilligen Zentrum Hamburg;Wohnunterkunft Alsterberg, Verwaltung;Kinderbetreuung von 4 - 10 jährigen Kindern;"<p>Wir suchen für unseren Kinderclub ( Kinderspielraum ) freiwillige Helfer, die an festen Tagen ( Mo - Do./ 17.00 - 19.00 ) in unseren Räumlichkeiten Kinder im Alter von 4-10 Jahren spielerisch betreuen, in dem sie mit Ihnen z.B. Gesellschaftsspiele spielen, Malen oder Basteln. Die Betreuung erfolgt in der Regel zu zweit.</p>

<p>Der Spielraum wird nach der Schularbeitenhilfe geöffnet. Für diese Aufgabe ist ein Führungszeugnis notwendig.</p>";0;22335;;0;;0;0;53,6191;10,0139;Hamburg;1532339817;1394120580;59112
72;Freiwilligen Zentrum Hamburg;KinderHelden/Projekt Glücksmomente;Lern- und Freizeitbegleitung für ein Kind in Horn;"<p>Wir freuen uns über Ihre Mitarbeit in unserem Projekt ""Glücksmomente"" in der Grundschule am Pachthof. Sie haben Zeit und Lust mit einem Kind ein Lern- und Freizeittandem zu bilden. Einmal wöchentlich nachmittags oder am Wochenende treffen Sie sich in der Schule oder an einem anderen Ort im Stadtteil (Bücherhalle, Jugendzentrum...), um gemeinsam Deutsch und Mathematik zu lernen, gemeinsam die Hausaufgaben zu machen oder aber zu spielen und  Ausflüge zu unternehmen. Die Kinder sind im Alter zwischen sechs und zehn Jahren.</p>

<p>Einmal im Monat haben Sie einen Austausch mit unserer Koordinatorin Frau Jörg, die Ihnen bei Ihrer Aufgabe als Mentor/in hilft.<br>
Für weitere Informationen oder bei Fragen senden Sie eine Mail an: annika.joerg@kinderhelden.info.</p>";0;22111;;0;;0;0;53,5516;10,0821;Hamburg;1532340615;1522071600;137617
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Förderverein Hamburger Volkshochschule;Bildungsbotschafter/in in Kursen der VHS;"<div><span style=""font-size:14px;""><code><span style=""font-family:serif;"">Als Bildungsbotschafter gehen Sie im Rahmen unserer Initiative „Mein EURO für die Bildung“ </span></code></span></div>

<div><span style=""font-size:14px;""><code><span style=""font-family:serif;"">in verschiedene Kurse der Hamburger Volkshochschule </span></code></span></div>

<div><span style=""font-size:14px;""><code><span style=""font-family:serif;"">und erklären den Kursteil­nehmerInnen, wie sie durch eine Spende bei der Anmeldung</span></code></span></div>

<div><span style=""font-size:14px;""><code><span style=""font-family:serif;"">Menschen die Teilnahme an VHS­-Kursen ermöglichen, die sich diese sonst finanziell nicht leisten könnten.</span></code></span></div>";0;20357;;0;;0;0;53,562;9,96487;Hamburg;1532354096;1532354040;142409
314;ASB Zeitspender-Agentur Hamburg;ASB OV Hamburg-Harburg e.V.;Seniorenbegleitservice Harburger Innenstadt / Eißendorf Ost;"<p>Für den <span style=""font-size:10pt;font-family:Tahoma, 'sans-serif';"">Seniorenbegleitservice</span> suchen wir  Menschen, die sich ehrenamtlich um einen älteren Menschen kümmern möchten. Dies soll soweit möglich in der Nachbarschaft geschehen, auf jeden Fall im gleichen Stadtteil (der <span style=""font-size:10pt;font-family:Tahoma, 'sans-serif';"">Schwerpunkt liegt auf der Harburger Innenstadt / Eißendorf Ost). </span></p>

<p>Zielgruppe sind Senioren, die Bedarf an sozialen Kontakten haben und / oder Unterstützung im Alltag benötigen, wie sie unter ""guten Nachbarn"" üblich ist. Dabei gibt es keine festen Vorgaben zur Ausgestaltung der Hilfe. Schließlich bringt das Projekt Menschen zusammen, die ihre eigenen Vorlieben und Bedürfnisse mitbringen. In der Regel handelt es sich dabei um  Tätigkeiten wie gemeinsames Kaffeetrinken, Spazierengehen, Begleitung beim Einkauf, Vorlesen und und und. Der Fantasie sind keine Grenzen gesetzt. Ausgeschlossen werden nur Pflegetätigkeiten und Haushaltsdienstleistungen.</p>

<p>Der Zeitaufwand liegt bei etwa 2 Stunden in der Woche. Dieses Projekt ist auch gut für berufstätige Freiwillige geeignet, da die Engagementzeiten individuell mit den betreuten Senioren abgesprochen werden kann.</p>

<p>Eine vorherige Ausbildung ist nicht Voraussetzung. Interessierte Freiwillige können jedoch gern an den kostenlosen Kursen Besuchs- und Begleitdienste für ältere Menschen teilnehmen.</p>

<p><span style=""font-size:10pt;font-family:Tahoma, 'sans-serif';"">Wenn Sie sich für dieses Engagment interessieren, können Sie zur offenen Sprechstunde kommen: Diese ist immer mittwochs von 10.30 - 14.30 Uhr im Stadtteilbüro GLORIA-Tunnel in der Lüneburger Straße 1a. Alternativ können Sie sich bei uns in der Freiwilligenagentur melden.</span></p>";0;21073;;0;;0;7;53,4562;9,98265;Hamburg;1532344315;1101298260;37239
455;Freiwilligenagentur Bergedorf;Georg-Behrmann-Stiftung;Seniorenbegleitung;"<p>Eine Senioren-Wohneinrichtung sucht Freiwillige für die Freizeitbegleitung der Bewohnerinnen und Bewohner. Das Tätigkeitsfeld umfasst:</p>

<ul><li>Einzelbetreuung in Form von Gesprächen oder Begleitung nach draußen</li>
	<li>musizieren oder basteln mit den Bewohnern</li>
	<li>Mithilfe bei Festen</li>
	<li>monatlicher Besuch bei einem Bewohner/in</li>
</ul><p>In einem persönlichen Gespräch kann der passende Einsatzbereich besprochen werden.</p>";0;21029;;0;;0;2;53,4848;10,2343;Hamburg;1531924299;1458228120;95347
357;Freiwilligenagentur Nord;Ev.-Luth. Kirchengemeinde St. Jürgen-Zachäus;Besuchsdienst in der Gemeinde;"<p>In unserer Gemeinde im Norden von Langenhorn leben wir den christlichen Glauben, feiern Gottesdienste und erfahren Gemeinschaft. Menschen aller Generationen finden bei uns ein vielfältiges Angebot. Bunt ist unsere Gemeinde - nicht zuletzt dank vieler ehrenamtlicher Mitarbeiter und Förderer.</p>

<p>Für unsere älteren Menschen in unserer Gemeinde suchen wir Freiwillige, die diese besuchen und mit ihnen Zeit verbringen. Sie können klönen, Geschichten erzählen, Kaffee trinken, Gesellschaftsspiele spielen und vieles mehr. Die Freiwilligen sollten zuverlässig, offen und gesellig sein. Darüber hinaus gibt es viele weitere Möglichkeiten, sich bei uns zu engagieren. </p>

<p><strong>Zeitlicher Rahmen</strong>: nach Absprache, ca. 1 x in der Woche.</p>";0;22419;;0;;0;0;53,6714;9,99959;Hamburg;1531923697;1491393240;117231
357;Freiwilligenagentur Nord;TopAfric e.V.;Projektanträge schreiben;"<p>Unser Verein, der 2016 gegründet wurde, setzt sich dafür ein, die schulischen und beruflichen Leistungen der Jugendlichen afrikanischer Herkunft durch den Empowerment - Ansatz zu verbessern. Wir möchten das Bewusstsein für die soziale und berufliche Integration über die Bedeutung der Bildung stärken.</p>

<p>Wir sind in verschiedenen Bereichen in ganz Hamburg aktiv: so verleihen wir schon seit fünf Jahren einen Bildungspreis an Jugendliche afrikanischer Herkunft oder arbeiten mit ihnen an unserem ""Kids-Radio"" zusammen. Unsere Hauptaufgabe besteht allerdings darin, Jugendliche und ihre Eltern (insbesondere aus Ghana) zum Thema Schule, Bildung, Ausbildung und Studium zu beraten und weitere Unterstützung bei den sehr individuellen Bildungsbedarfen zu geben.</p>

<p>Da unser neu gegründeter Verein noch am Anfang steht und wir unsere Strukturen festigen möchten, suchen wir Freiwillige, die uns beim Aufbau, texten und in erster Linie beim ""Projektanträge schreiben"" unterstützen können. Für diese Aufgabe sollte der/die Freiwillige sich in diesem Bereich auskennen und textsicher sein. Am Anfang steht auch die Recherche nach möglichen Fördermöglichkeiten im Vordergrund.</p>

<p><strong>Zeitlicher Rahmen</strong>: sehr flexibel, nach Absprache.</p>";0;22089;;0;;0;0;53,5651;10,0358;Hamburg;1531389091;1482341520;110352
357;Freiwilligenagentur Nord;Alleinerziehenden Treffpunkt und Beratung e.V. (ATB);Hilfe im Secondhand-Laden;"<p>Unser Verein berät zu allen Fragen rund um Trennung und Scheidung. Ziel ist es, die Familienmitglieder zu stärken und mit ihnen eine positive, zukunftsgerichtete Perspektive zu erarbeiten. Dabei sind wir der Position des Kindes in der jeweiligen Familienkonstellation besonders verpflichtet.</p>

<p>Wir betreiben darüber hinaus in Hohenfelde einen Secondhandladen, in dem eine helfende Kraft gesucht wird. Die Tätigkeit umfasst den Verkauf von Kleidung und Spielzeug an alleinstehende Mütter und Väter mit kleinem Geldbeutel und kleinen Kindern.<br>
Aufgaben: Spenden annehmen, sortieren, verkaufen; um Kinder kümmern, während die Mütter einkaufen, Flohmärkte, Internetverkäufe und Transporte machen.</p>

<p><strong>Zeitlicher Rahmen</strong>: Montags und/oder donnerstags 14°° - 18°° Uhr.</p>";0;22087;;0;;0;0;53,5635;10,0332;Hamburg;1531382446;1359651000;51611
